Brasil e Município;Alfafa fenada;Algodão arbóreo (em caroço);Algodão herbáceo (em caroço);Amendoim (em casca);Banana (cacho);Batata-doce;Batata-inglesa;Cacau (em amêndoa);Café (em grão) Total;Café (em grão) Arábica;Café (em grão) Canephora;Caju;Castanha de caju;Erva-mate (folha verde);Fava (em grão);Feijão (em grão);Girassol (em grão);Guaraná (semente);Juta (fibra);Malva (fibra);Mamona (baga);Mandioca;Manga;Melancia;Melão;Milho (em grão);Noz (fruto seco);Pimenta-do-reino;Soja (em grão);Sorgo (em grão);Tomate;Trigo (em grão);Triticale (em grão);Tungue (fruto seco);Urucum (semente);Uva
Major Sales (RN);...;-;-;-;-;-;-;-;-;-;-;...;3;-;-;126;-;-;-;-;-;-;10;-;-;66;-;-;-;-;-;-;-;-;-;-
Marcelino Vieira (RN);...;-;-;-;45;18;-;-;-;-;-;...;12;-;-;440;-;-;-;-;-;-;9;-;-;97;-;-;-;-;75;-;-;-;-;-
Martins (RN);...;-;-;-;113;31;-;-;-;-;-;...;42;-;14;220;-;-;-;-;-;605;14;-;-;122;-;-;-;-;-;-;-;-;-;-
Messias Targino (RN);...;-;-;-;-;-;-;-;-;-;-;...;5;-;-;360;-;-;-;-;-;-;38;-;-;72;-;-;-;-;-;-;-;-;-;-
Monte Alegre (RN);...;-;-;-;2500;4580;-;-;-;-;-;...;200;-;-;490;-;-;-;-;-;540;-;-;-;166;-;-;-;-;-;-;-;-;-;-
Monte das Gameleiras (RN);...;-;-;-;135;18;-;-;-;-;-;...;105;-;16;120;-;-;-;-;-;18;180;-;-;48;-;-;-;-;-;-;-;-;-;-
Mossoró (RN);...;-;-;-;392;-;-;-;-;-;-;...;5413;-;-;1800;-;-;-;-;-;415;1000;84000;214256;360;-;-;-;-;-;-;-;-;-;-
Nova Cruz (RN);...;-;-;-;-;300;-;-;-;-;-;...;32;-;40;40;-;-;-;-;-;1820;180;-;-;75;-;-;-;-;-;-;-;-;-;-
Olho d'Água do Borges (RN);...;-;-;-;-;-;-;-;-;-;-;...;25;-;-;788;-;-;-;-;-;-;-;-;-;166;-;-;-;-;-;-;-;-;-;-
Ouro Branco (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;203;-;-;-;-;-;-;109;86;-;20;-;-;-;-;-;-;-;-;-;-
Paraná (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;677;-;-;-;-;-;-;-;-;-;272;-;-;-;-;-;-;-;-;-;-
Paraú (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;175;-;-;-;-;-;-;-;18;-;36;-;-;-;-;-;-;-;-;-;-
Parazinho (RN);...;-;-;-;-;6244;-;-;-;-;-;...;12;-;-;233;-;-;-;-;-;112;-;-;386;1383;-;-;-;-;1437;-;-;-;-;-
Parelhas (RN);...;-;3;-;-;-;-;-;-;-;-;...;8;-;-;196;-;-;-;-;-;-;52;28;-;34;-;-;-;-;-;-;-;-;-;-
Passa e Fica (RN);...;-;-;-;71;40;-;-;-;-;-;...;102;-;35;120;-;-;-;-;-;2292;68;-;-;60;-;-;-;-;-;-;-;-;-;-
Passagem (RN);...;-;-;-;-;88;-;-;-;-;-;...;-;-;-;40;-;-;-;-;-;400;-;-;-;36;-;-;-;-;-;-;-;-;-;-
Patu (RN);...;-;-;-;95;66;-;-;-;-;-;...;5;-;-;549;-;-;-;-;-;-;-;-;-;76;-;-;-;-;-;-;-;-;-;-
Santa Maria (RN);...;-;-;-;-;25;-;-;-;-;-;...;-;-;14;840;-;-;-;-;-;40;-;-;-;288;-;-;-;-;-;-;-;-;-;-
Pau dos Ferros (RN);...;-;3;-;252;60;-;-;-;-;-;...;18;-;-;648;-;-;-;-;-;-;41;-;-;417;-;-;-;-;-;-;-;-;-;-
Pedra Grande (RN);...;-;-;-;-;2923;-;-;-;-;-;...;6;-;-;608;-;-;-;-;-;-;-;1033;-;394;-;-;-;-;-;-;-;-;-;-
Pedra Preta (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;498;-;-;-;-;-;494;-;-;-;133;-;-;-;-;-;-;-;-;-;-
Pedro Avelino (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;615;-;-;-;-;-;-;-;32;-;28;-;-;-;-;-;-;-;-;-;-
Pendências (RN);...;-;10;-;858;114;-;-;-;-;-;...;10;-;-;740;-;-;-;-;-;30;900;139;74;313;-;-;-;-;-;-;-;-;-;-
Pilões (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;182;-;-;-;-;-;-;-;-;-;221;-;-;-;-;-;-;-;-;-;-
Poço Branco (RN);...;-;-;-;-;10939;-;-;-;-;-;...;189;-;-;560;-;-;-;-;-;3448;108;-;-;150;-;-;-;-;1601;-;-;-;-;-
Portalegre (RN);...;-;-;-;-;68;-;-;-;-;-;...;207;-;-;320;-;-;-;-;-;344;50;-;-;158;-;-;-;-;-;-;-;-;-;-
Porto do Mangue (RN);...;-;-;-;-;-;-;-;-;-;-;...;1610;-;-;515;-;-;-;-;-;-;-;3252;-;30;-;-;-;-;-;-;-;-;-;-
Serra Caiada (RN);...;-;-;-;23;66;-;-;-;-;-;...;100;-;-;225;-;-;-;-;-;120;30;-;-;135;-;-;-;-;-;-;-;-;-;-
Pureza (RN);...;-;-;-;9544;350;-;-;-;-;-;...;135;-;-;102;-;-;-;-;-;9450;320;79;-;49;-;-;-;-;-;-;-;-;-;-
Rafael Fernandes (RN);...;-;-;-;81;-;-;-;-;-;-;...;-;-;-;190;-;-;-;-;-;-;15;-;-;47;-;-;-;-;-;-;-;-;-;-
Rafael Godeiro (RN);...;-;-;-;180;190;-;-;-;-;-;...;23;-;28;180;-;-;-;-;-;-;27;1003;-;82;-;-;-;-;928;-;-;-;-;-
Riacho da Cruz (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;165;-;-;-;-;-;-;-;-;-;88;-;-;-;-;-;-;-;-;-;-
Riacho de Santana (RN);...;-;-;-;-;-;-;-;-;-;-;...;2;-;-;319;-;-;-;-;-;-;8;21;-;77;-;-;-;-;648;-;-;-;-;-
Riachuelo (RN);...;-;-;-;-;35;-;-;-;-;-;...;3;-;50;1600;-;-;-;-;-;300;14;-;-;109;-;-;-;-;-;-;-;-;-;-
Rodolfo Fernandes (RN);...;-;-;-;-;-;-;-;-;-;-;...;19;-;-;576;-;-;-;-;-;-;22;-;-;57;-;-;-;-;-;-;-;-;-;-
Tibau (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;576;-;-;-;-;-;-;-;-;84566;72;-;-;-;-;-;-;-;-;-;-
Ruy Barbosa (RN);...;-;-;-;36;14;-;-;-;-;-;...;33;-;14;112;-;-;-;-;-;-;69;-;-;38;-;-;-;-;-;-;-;-;-;-
Santa Cruz (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;196;-;-;-;-;-;-;200;-;-;50;-;-;-;-;-;-;-;-;-;-
Santana do Matos (RN);...;-;-;-;-;285;-;-;-;-;-;...;355;-;287;3190;-;-;-;-;-;400;-;64;-;818;-;-;-;-;-;-;-;-;-;-
Santana do Seridó (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;179;-;-;-;-;-;-;-;-;-;10;-;-;-;-;234;-;-;-;-;-
Santo Antônio (RN);...;-;-;-;-;60;-;-;-;-;-;...;115;-;-;63;-;-;-;-;-;6300;80;-;-;400;-;-;-;-;-;-;-;-;-;-
São Bento do Norte (RN);...;-;-;-;225;376;-;-;-;-;-;...;-;-;-;199;-;-;-;-;-;-;-;73;34;88;-;-;-;-;-;-;-;-;-;-
São Bento do Trairí (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;77;-;-;-;-;-;-;120;-;-;71;-;-;-;-;-;-;-;-;-;-
São Fernando (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;326;-;-;-;-;-;-;-;41;-;176;-;-;-;-;-;-;-;-;-;-
São Francisco do Oeste (RN);...;-;-;-;-;38;-;-;-;-;-;...;6;-;-;201;-;-;-;-;-;-;17;-;-;272;-;-;-;-;-;-;-;-;-;-
São João do Sabugi (RN);...;-;-;-;87;216;-;-;-;-;-;...;2;-;-;384;-;-;-;-;-;-;450;68;-;150;-;-;-;-;-;-;-;-;-;-
São José do Campestre (RN);...;-;-;-;45;8;-;-;-;-;-;...;40;-;80;180;-;-;-;-;-;60;125;-;-;75;-;-;-;-;-;-;-;-;-;-
São José do Seridó (RN);...;-;21;-;-;-;-;-;-;-;-;...;4;-;-;66;-;-;-;-;-;-;30;152;-;11;-;-;-;-;-;-;-;-;-;-
São Miguel (RN);...;-;-;-;608;152;-;-;-;-;-;...;3;-;640;804;-;-;-;-;-;103;-;-;-;476;-;124;-;-;188;-;-;-;-;-
São Miguel do Gostoso (RN);...;-;-;-;2263;3299;-;-;-;-;-;...;248;-;-;774;-;-;-;-;-;4296;17;-;445;1354;-;-;-;-;4157;-;-;-;-;-
São Paulo do Potengi (RN);...;-;-;-;216;54;-;-;-;-;-;...;49;-;70;1680;-;-;-;-;-;80;16;-;-;672;-;-;-;-;-;-;-;-;-;-
São Pedro (RN);...;-;-;-;-;13;-;-;-;-;-;...;396;-;14;784;-;-;-;-;-;1200;810;-;-;384;-;-;-;-;-;-;-;-;-;-
São Rafael (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;30;-;-;-;-;-;-;-;-;-;5;-;-;-;-;-;-;-;-;-;-
São Tomé (RN);...;-;-;-;130;17;-;-;-;-;-;...;24;-;24;180;-;-;-;-;-;-;180;-;-;200;-;-;-;-;-;-;-;-;-;-
São Vicente (RN);...;-;-;-;-;456;-;-;-;-;-;...;450;-;40;561;-;-;-;-;-;146;60;-;-;252;-;-;-;-;-;-;-;-;-;-
Senador Elói de Souza (RN);...;-;-;-;72;55;-;-;-;-;-;...;265;-;14;720;-;-;-;-;-;4200;45;-;-;288;-;-;-;-;-;-;-;-;-;-
Serra de São Bento (RN);...;-;-;-;38;26;-;-;-;-;-;...;8;-;600;210;-;-;-;-;-;26;75;-;-;480;-;-;-;-;-;-;-;-;-;-
Serra do Mel (RN);...;-;-;-;-;-;-;-;-;-;-;...;14000;-;-;8375;-;-;-;-;-;-;-;58240;-;150;-;-;-;-;-;-;-;-;-;-
Serra Negra do Norte (RN);...;-;-;-;99;-;-;-;-;-;-;...;-;-;-;30;-;-;-;-;-;-;140;783;-;13;-;-;-;-;-;-;-;-;-;-
Serrinha (RN);...;-;-;-;-;-;-;-;-;-;-;...;20;-;-;69;-;-;-;-;-;3400;-;-;-;30;-;-;-;-;-;-;-;-;-;-
Serrinha dos Pintos (RN);...;-;-;-;60;-;-;-;-;-;-;...;-;-;15;125;-;-;-;-;-;60;18;-;-;138;-;-;-;-;-;-;-;-;-;-
Severiano Melo (RN);...;-;11;-;-;-;-;-;-;-;-;...;365;-;-;2272;-;-;-;-;-;-;-;-;-;102;-;-;-;-;-;-;-;-;-;-
Sítio Novo (RN);...;-;-;-;200;35;-;-;-;-;-;...;15;-;120;40;-;-;-;-;-;17;5;-;-;108;-;-;-;-;-;-;-;-;-;-
Taboleiro Grande (RN);...;-;-;-;58;-;-;-;-;-;-;...;-;-;-;106;-;-;-;-;-;-;14;-;-;34;-;-;-;-;-;-;-;-;-;-
Taipu (RN);...;-;-;-;-;330;-;-;-;-;-;...;87;-;-;420;-;-;-;-;-;1764;180;53;-;80;-;-;-;9;-;-;-;-;-;-
Tangará (RN);...;-;-;-;34;12;-;-;-;-;-;...;53;-;28;60;-;-;-;-;-;80;41;-;-;30;-;-;-;-;-;-;-;-;-;-
Tenente Ananias (RN);...;-;-;-;61;-;-;-;-;-;-;...;3;-;-;72;-;-;-;-;-;-;6;-;-;66;-;-;-;-;-;-;-;-;-;-
Tenente Laurentino Cruz (RN);...;-;-;-;-;1343;-;-;-;-;-;...;5280;-;675;320;-;-;-;-;-;1458;100;30;-;900;-;-;-;-;-;-;-;-;-;-
Timbaúba dos Batistas (RN);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;98;-;-;-;-;-;-;9;-;-;79;-;-;-;-;-;-;-;-;-;-
Touros (RN);...;-;4038;-;41123;27756;-;-;-;-;-;...;600;-;-;285;-;-;-;-;-;18108;362;866;-;300;-;-;-;-;-;-;-;-;-;-
Triunfo Potiguar (RN);...;-;-;-;-;-;-;-;-;-;-;...;110;-;553;195;-;-;-;-;-;10;-;-;-;14;-;-;-;-;-;-;-;-;-;-
Umarizal (RN);...;-;-;-;237;-;-;-;-;-;-;...;18;-;-;737;-;-;-;-;-;-;61;-;-;165;-;-;-;-;-;-;-;-;-;-
Upanema (RN);...;-;-;-;1481;72;-;-;-;-;-;...;-;-;-;1193;-;-;-;-;-;-;338;3329;2900;195;-;-;-;-;-;-;-;-;-;-
Várzea (RN);...;-;-;-;-;225;-;-;-;-;-;...;-;-;-;25;-;-;-;-;-;41;-;-;-;54;-;-;-;-;-;-;-;-;-;-
Venha-Ver (RN);...;-;-;-;750;-;-;-;-;-;-;...;6;-;74;62;-;-;-;-;-;109;34;-;-;105;-;-;-;-;280;-;-;-;-;-
Vera Cruz (RN);...;-;-;-;-;6420;-;-;-;-;-;...;-;-;-;231;-;-;-;-;-;9450;-;-;-;249;-;-;-;-;-;-;-;-;-;-
Viçosa (RN);...;-;-;-;-;74;-;-;-;-;-;...;9;-;-;100;-;-;-;-;-;-;43;-;-;85;-;-;-;-;-;-;-;-;-;-
Água Branca (PB);...;-;-;-;150;63;-;-;-;-;-;...;18;-;40;752;-;-;-;-;-;122;72;-;-;660;-;-;-;-;-;-;-;-;-;-
Aguiar (PB);...;-;-;-;-;67;-;-;-;-;-;...;-;-;-;270;-;-;-;-;-;-;-;-;-;312;-;-;-;-;-;-;-;-;-;-
Alagoa Grande (PB);...;-;18;-;5880;256;-;-;-;-;-;...;7;-;3750;1865;-;-;-;-;-;576;19;-;-;1476;-;-;-;-;-;-;-;-;-;-
Alagoa Nova (PB);...;-;-;-;31200;2520;-;-;-;-;-;...;56;-;792;1569;-;-;-;-;-;768;360;-;-;540;-;-;-;-;-;-;-;-;16;-
Alagoinha (PB);...;-;18;-;3132;300;-;-;-;-;-;...;38;-;408;228;-;-;-;-;-;1013;126;-;-;225;-;-;-;-;-;-;-;-;245;-
Alcantil (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;43;315;-;-;-;-;-;-;-;-;-;120;-;-;-;-;-;-;-;-;-;-
Algodão de Jandaíra (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;199;-;-;-;-;-;-;-;-;-;85;-;-;-;-;-;-;-;-;-;-
São João do Rio do Peixe (PB);...;-;108;-;648;800;-;-;-;-;-;...;-;-;-;460;-;-;-;-;-;-;-;-;-;5400;-;-;-;-;-;-;-;-;-;-
Amparo (PB);...;-;-;-;-;24;-;-;-;-;-;...;-;-;-;116;-;-;-;-;-;-;-;-;-;24;-;-;-;-;-;-;-;-;-;-
Aparecida (PB);...;-;-;-;1980;100;-;-;-;-;-;...;-;-;-;403;-;-;-;-;-;-;-;-;-;450;-;-;-;-;-;-;-;-;-;-
Araçagi (PB);...;-;-;-;1980;1440;-;-;-;-;-;...;-;-;952;725;-;-;-;-;-;3360;144;-;-;672;-;39;-;-;-;-;-;-;98;-
Arara (PB);...;-;-;-;-;210;-;-;-;-;-;...;3;-;328;1057;-;-;-;-;-;792;-;-;-;900;-;-;-;-;-;-;-;-;-;-
Araruna (PB);...;-;63;-;-;280;-;-;-;-;-;...;27;-;437;2005;-;-;-;-;-;2016;300;-;-;1170;-;-;-;-;-;-;-;-;-;-
Areia (PB);...;-;-;-;20250;630;-;-;-;-;-;...;4;-;320;1308;-;-;-;-;-;416;53;-;-;691;-;-;-;-;-;-;-;-;-;-
Areia de Baraúnas (PB);...;-;-;-;34;70;-;-;-;-;-;...;-;-;-;223;-;-;-;-;-;14;11;-;-;126;-;-;-;-;-;-;-;-;-;-
Areial (PB);...;-;-;-;-;560;-;-;-;-;-;...;-;-;98;2144;-;-;-;-;-;446;-;-;-;360;-;-;-;-;-;-;-;-;-;-
Aroeiras (PB);...;-;-;-;65;43;-;-;-;-;-;...;-;-;256;289;-;-;-;-;-;24;17;-;-;135;-;-;-;-;-;-;-;-;-;-
Assunção (PB);...;-;-;-;-;53;-;-;-;-;-;...;17;-;72;216;-;-;-;-;-;-;-;-;-;98;-;-;-;-;-;-;-;-;-;-
Bananeiras (PB);...;-;-;-;34020;623;-;-;-;-;-;...;35;-;281;829;-;-;-;-;-;2736;210;-;-;210;-;-;-;-;-;-;-;-;28;-
Baraúna (PB);...;-;-;-;-;-;-;-;-;-;-;...;26;-;105;430;-;-;-;-;-;-;-;-;-;428;-;-;-;-;-;-;-;-;-;-
Barra de Santana (PB);...;-;3;-;-;63;-;-;-;-;-;...;-;-;16;67;-;-;-;-;-;-;18;-;-;300;-;-;-;-;2070;-;-;-;-;-
Barra de Santa Rosa (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;595;2092;-;-;-;-;-;-;-;-;-;1170;-;-;-;-;-;-;-;-;-;-
Barra de São Miguel (PB);...;-;-;-;648;231;-;-;-;-;-;...;-;-;35;278;-;-;-;-;-;-;21;-;-;90;-;-;-;-;3780;-;-;-;-;-
Belém (PB);...;-;-;-;432;120;-;-;-;-;-;...;42;-;256;185;-;-;-;-;-;1764;160;-;-;378;-;112;-;-;-;-;-;-;80;-
Belém do Brejo do Cruz (PB);...;-;20;-;-;-;-;-;-;-;-;...;-;-;-;168;-;-;-;-;-;-;-;-;-;206;-;-;-;-;-;-;-;-;-;-
Bernardino Batista (PB);...;-;-;-;96;-;-;-;-;-;-;...;15;-;-;450;-;-;-;-;-;78;-;-;-;294;-;-;-;-;-;-;-;-;-;-
Boa Ventura (PB);...;-;-;-;-;48;-;-;-;-;-;...;-;-;-;450;-;-;-;-;-;-;-;-;-;588;-;-;-;-;-;-;-;-;-;-
Boa Vista (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;16;25;-;-;-;-;-;-;-;-;-;84;-;-;-;-;-;-;-;-;-;-
Bom Jesus (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;336;-;-;-;-;-;-;-;-;-;219;-;-;-;-;-;-;-;-;-;-
Bom Sucesso (PB);...;-;-;-;-;45;-;-;-;-;-;...;-;-;-;361;-;-;-;-;-;-;-;-;-;513;-;-;-;-;-;-;-;-;-;-
Bonito de Santa Fé (PB);...;-;-;-;67;320;-;-;-;-;-;...;-;-;128;864;-;-;-;-;-;-;-;-;-;924;-;-;-;-;-;-;-;-;-;-
Boqueirão (PB);...;-;-;-;84;1200;-;-;-;-;-;...;-;-;32;278;-;-;-;-;-;-;32;-;-;225;-;-;-;-;1980;-;-;-;-;-
Igaracy (PB);...;-;-;-;-;60;-;-;-;-;-;...;-;-;-;344;-;-;-;-;-;-;-;-;-;575;-;-;-;-;-;-;-;-;-;-
Borborema (PB);...;-;-;-;19600;315;-;-;-;-;-;...;38;-;96;509;-;-;-;-;-;1449;35;-;-;81;-;-;-;-;-;-;-;-;40;-
Brejo do Cruz (PB);...;-;20;-;-;45;-;-;-;-;-;...;-;-;-;203;-;-;-;-;-;-;-;-;-;259;-;-;-;-;-;-;-;-;-;-
Brejo dos Santos (PB);...;-;10;-;-;-;-;-;-;-;-;...;-;-;-;54;-;-;-;-;-;-;-;-;-;60;-;-;-;-;-;-;-;-;-;-
Cabaceiras (PB);...;-;-;-;113;210;-;-;-;-;-;...;-;-;16;50;-;-;-;-;-;-;18;-;-;128;-;-;-;-;1250;-;-;-;-;-
Cachoeira dos Índios (PB);...;-;-;-;99;-;-;-;-;-;-;...;-;-;12;658;-;-;-;-;-;-;-;-;-;370;-;-;-;-;-;-;-;-;-;-
Cacimba de Areia (PB);...;-;-;-;-;80;-;-;-;-;-;...;-;-;-;410;-;-;-;-;-;-;27;40;-;252;-;-;-;-;-;-;-;-;-;-
Cacimba de Dentro (PB);...;-;36;-;-;112;-;-;-;-;-;...;18;-;192;2304;-;-;-;-;-;304;-;-;-;1350;-;-;-;-;-;-;-;-;-;-
Cacimbas (PB);...;-;35;-;-;158;-;-;-;-;-;...;11;-;192;1459;-;-;-;-;-;84;-;96;-;1080;-;-;-;-;240;-;-;-;-;-
Caiçara (PB);...;-;3;-;96;700;-;-;-;-;-;...;23;-;144;59;-;-;-;-;-;576;120;-;-;84;-;-;-;-;-;-;-;-;-;-
Cajazeiras (PB);...;-;-;-;180;-;-;-;-;-;-;...;-;-;-;230;-;-;-;-;-;-;45;-;-;324;-;-;-;-;-;-;-;-;-;-
Cajazeirinhas (PB);...;-;-;-;162;48;-;-;-;-;-;...;-;-;-;245;-;-;-;-;-;-;-;-;-;90;-;-;-;-;-;-;-;-;-;-
Caldas Brandão (PB);...;-;-;28;-;135;-;-;-;-;-;...;4;-;272;317;-;-;-;-;-;1440;60;-;-;216;-;-;-;-;-;-;-;-;-;-
Camalaú (PB);...;-;-;-;-;42;-;-;-;-;-;...;4;-;-;25;-;-;-;-;-;-;41;-;-;9;-;-;-;-;-;-;-;-;-;-
Campina Grande (PB);...;-;75;-;210;320;-;-;-;-;-;...;-;-;1200;3623;-;-;-;-;-;480;86;-;-;3000;-;-;-;-;3960;-;-;-;-;-
Caraúbas (PB);...;-;-;-;28;70;-;-;-;-;-;...;-;-;-;-;-;-;-;-;-;41;9;54;-;-;-;-;-;-;-;-;-;-;-;-
Carrapateira (PB);...;-;-;-;-;12;-;-;-;-;-;...;-;-;-;41;-;-;-;-;-;-;-;-;-;66;-;-;-;-;-;-;-;-;-;-
Casserengue (PB);...;-;-;-;-;84;-;-;-;-;-;...;-;-;184;2376;-;-;-;-;-;-;-;-;-;1836;-;-;-;-;-;-;-;-;-;-
Catingueira (PB);...;-;-;-;-;74;-;-;-;-;-;...;-;-;-;432;-;-;-;-;-;-;17;77;-;720;-;-;-;-;-;-;-;-;-;-
Catolé do Rocha (PB);...;-;70;-;54;22;-;-;-;-;-;...;-;-;-;600;-;-;-;-;-;-;42;-;-;338;-;-;-;-;-;-;-;-;-;-
Caturité (PB);...;-;-;-;24;140;-;-;-;-;-;...;-;-;56;246;-;-;-;-;-;-;-;-;-;450;-;-;-;-;180;-;-;-;-;-
Conceição (PB);...;-;-;-;-;3864;-;-;-;-;-;...;-;-;33;1440;-;-;-;-;-;32;21;-;-;1080;-;-;-;-;225;-;-;-;-;-
Condado (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;225;-;-;-;-;-;-;-;-;-;70;-;-;-;-;-;-;-;-;-;-
Congo (PB);...;-;-;-;252;360;-;-;-;-;-;...;4;-;6;90;-;-;-;-;-;96;29;75;-;18;-;-;-;-;5600;-;-;-;-;-
Coremas (PB);...;-;-;-;113;48;-;-;-;-;-;...;-;-;-;320;-;-;-;-;-;-;60;-;-;360;-;-;-;-;-;-;-;-;-;-
Coxixola (PB);...;-;6;-;-;68;-;-;-;-;-;...;-;-;-;23;-;-;-;-;-;-;-;-;-;11;-;-;-;-;189;-;-;-;-;-
Cubati (PB);...;-;-;-;-;-;-;-;-;-;-;...;4;-;63;540;-;-;-;-;-;-;-;-;-;400;-;-;-;-;-;-;-;-;-;-
Cuité (PB);...;-;-;-;-;-;-;-;-;-;-;...;148;-;336;403;-;-;-;-;-;195;-;-;-;1275;-;-;-;-;-;-;-;-;-;-
Cuitegi (PB);...;-;-;-;420;144;-;-;-;-;-;...;35;-;96;113;-;-;-;-;-;630;115;-;-;65;-;-;-;-;-;-;-;-;72;-
Cuité de Mamanguape (PB);...;-;-;-;450;840;-;-;-;-;-;...;10;-;400;306;-;-;-;-;-;720;144;-;-;115;-;-;-;-;-;-;-;-;30;-
Curral Velho (PB);...;-;-;-;-;52;-;-;-;-;-;...;-;-;-;206;-;-;-;-;-;-;-;-;-;132;-;-;-;-;-;-;-;-;-;-
Damião (PB);...;-;-;-;-;-;-;-;-;-;-;...;3;-;40;200;-;-;-;-;-;80;-;-;-;312;-;-;-;-;-;-;-;-;-;-
Desterro (PB);...;-;-;-;-;105;-;-;-;-;-;...;3;-;32;1690;-;-;-;-;-;19;53;51;-;648;-;-;-;-;180;-;-;-;-;-
Vista Serrana (PB);...;-;-;-;-;60;-;-;-;-;-;...;-;-;-;145;-;-;-;-;-;-;-;-;-;101;-;-;-;-;-;-;-;-;-;-
Diamante (PB);...;-;29;-;-;48;-;-;-;-;-;...;-;-;-;24;-;-;-;-;-;-;-;-;-;240;-;-;-;-;-;-;-;-;-;-
Dona Inês (PB);...;-;-;-;202;256;-;-;-;-;-;...;63;-;400;1380;-;-;-;-;-;1755;70;-;-;945;-;-;-;-;-;-;-;-;24;-
Duas Estradas (PB);...;-;-;-;324;144;-;-;-;-;-;...;35;-;77;140;-;-;-;-;-;693;80;-;-;90;-;28;-;-;-;-;-;-;72;-
Emas (PB);...;-;8;-;-;21;-;-;-;-;-;...;-;-;-;540;-;-;-;-;-;-;50;51;-;418;-;-;-;-;-;-;-;-;-;-
Esperança (PB);...;-;-;-;270;578;-;-;-;-;-;...;-;-;1063;4068;-;-;-;-;-;204;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Fagundes (PB);...;-;-;-;240;86;-;-;-;-;-;...;11;-;663;542;-;-;-;-;-;144;81;-;-;675;-;-;-;-;-;-;-;-;-;-
Frei Martinho (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;40;-;-;-;-;-;-;53;30;-;80;-;-;-;-;-;-;-;-;-;-
Gado Bravo (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;17;286;-;-;-;-;-;-;-;-;-;240;-;-;-;-;-;-;-;-;-;-
Guarabira (PB);...;-;-;-;840;420;-;-;-;-;-;...;30;-;218;338;-;-;-;-;-;1332;96;-;-;215;-;42;-;-;-;-;-;-;72;-
Gurinhém (PB);...;-;27;-;-;160;-;-;-;-;-;...;32;-;112;388;-;-;-;-;-;918;82;-;-;833;-;-;-;-;-;-;-;-;-;-
Gurjão (PB);...;-;-;-;-;8;-;-;-;-;-;...;-;-;-;50;-;-;-;-;-;-;9;-;-;22;-;-;-;-;-;-;-;-;-;-
Ibiara (PB);...;-;-;-;72;1512;-;-;-;-;-;...;-;-;-;640;-;-;-;-;-;-;-;-;-;720;-;-;-;-;-;-;-;-;-;-
Imaculada (PB);...;-;-;-;-;84;-;-;-;-;-;...;18;-;88;1555;-;-;-;-;-;34;7;-;-;720;-;-;-;-;-;-;-;-;-;-
Ingá (PB);...;-;260;-;-;-;-;-;-;-;-;...;-;-;900;456;-;-;-;-;-;88;42;-;-;910;-;-;-;-;-;-;-;-;-;-
Itabaiana (PB);...;-;20;1248;160;300;-;-;-;-;-;...;12;-;126;269;-;-;-;-;-;884;90;-;-;918;-;-;-;-;-;-;-;-;-;-
Itaporanga (PB);...;-;11;-;168;300;-;-;-;-;-;...;-;-;15;426;-;-;-;-;-;-;105;-;-;720;-;-;-;-;-;-;-;-;-;-
Itatuba (PB);...;-;-;-;-;36;-;-;-;-;-;...;-;-;160;316;-;-;-;-;-;43;27;-;-;4200;-;-;-;-;-;-;-;-;-;-
Jericó (PB);...;-;-;-;-;-;-;-;-;-;-;...;-;-;-;306;-;-;-;-;-;-;-;-;-;417;-;-;-;-;-;-;-;-;-;-
Juarez Távora (PB);...;-;35;-;-;20;-;-;-;-;-;...;-;-;45;145;-;-;-;-;-;25;-;-;-;450;-;-;-;-;-;-;-;-;-;-
Juazeirinho (PB);...;-;-;-;-;146;-;-;-;-;-;...;19;-;55;1260;-;-;-;-;-;29;-;-;-;600;-;-;-;-;-;-;-;-;-;-
Junco do Seridó (PB);...;-;-;-;-;70;-;-;-;-;-;...;65;-;24;432;-;-;-;-;-;109;53;-;-;144;-;-;-;-;480;-;-;-;-;-
