codigo_ibge,nome,codigo_uf,nome_porto,transportation_cost
2920205,Malhada,29,natal,26652.8694796751
2920304,Malhada de Pedras,29,suape,24818.1298181182
2920304,Malhada de Pedras,29,aratu,23648.0952200465
2920304,Malhada de Pedras,29,natal,25684.666142802
2508802,Malta,25,suape,26337.5013179795
2508802,Malta,25,aratu,25956.0468868169
2508802,Malta,25,natal,27101.7865740535
3139250,Mamonas,31,suape,25065.420219413
3139250,Mamonas,31,aratu,23781.218266518
3139250,Mamonas,31,natal,25942.8108848006
2509008,Manaíra,25,suape,26201.1905394904
2509008,Manaíra,25,aratu,25725.4880274456
2509008,Manaíra,25,natal,26979.72236102
2609154,Manari,26,suape,25343.1225411658
2609154,Manari,26,aratu,24832.7717941183
2609154,Manari,26,natal,26128.1636850277
3139300,Manga,31,suape,25687.3181532139
3139300,Manga,31,aratu,24362.2701651678
3139300,Manga,31,natal,26567.8716868053
2205904,Manoel Emídio,22,suape,28649.8616190449
2205904,Manoel Emídio,22,aratu,27754.0240848314
2205904,Manoel Emídio,22,natal,29481.1990129914
2920403,Manoel Vitorino,29,suape,24116.2308756795
2920403,Manoel Vitorino,29,aratu,23073.9888783103
2920403,Manoel Vitorino,29,natal,24970.2438835381
2920452,Mansidão,29,suape,27486.0204729367
2920452,Mansidão,29,aratu,26416.5944703923
2920452,Mansidão,29,natal,28338.8814730198
2920502,Maracás,29,suape,24525.3281846478
2920502,Maracás,29,aratu,23519.0778691985
2920502,Maracás,29,natal,25374.8180194499
2307700,Maranguape,23,suape,28376.10636476
2307700,Maranguape,23,aratu,28069.1084873002
2307700,Maranguape,23,natal,29125.3619861136
2704609,Maravilha,27,suape,25088.5625206509
2704609,Maravilha,27,aratu,24583.7810477211
2704609,Maravilha,27,natal,25873.2670908786
4210506,Maravilha,42,suape,26498.454504582
4210506,Maravilha,42,aratu,23960.9247680507
4210506,Maravilha,42,natal,27428.4759481401
2407302,Marcelino Vieira,24,suape,26924.2429878086
2407302,Marcelino Vieira,24,aratu,26528.018621071
2407302,Marcelino Vieira,24,natal,27689.72877255
2920809,Marcionílio Souza,29,suape,24764.3162122202
2920809,Marcionílio Souza,29,aratu,23780.5415507136
2920809,Marcionílio Souza,29,natal,25610.9533641463
2307809,Marco,23,suape,29390.8244766375
2307809,Marco,23,aratu,29016.2137375821
2307809,Marco,23,natal,30149.000062437
2205953,Marcolândia,22,suape,27441.9067773861
2205953,Marcolândia,22,aratu,26797.271146188
2205953,Marcolândia,22,natal,28242.3093844456
2509156,Marizópolis,25,suape,26729.4686414134
2509156,Marizópolis,25,aratu,26288.6698436797
2509156,Marizópolis,25,natal,27501.9611050666
2307908,Martinópole,23,suape,29567.0102037057
2307908,Martinópole,23,aratu,29149.9213697727
2307908,Martinópole,23,natal,30331.4222419705
2407401,Martins,24,suape,26918.3533986873
2407401,Martins,24,aratu,26552.6737879959
2407401,Martins,24,natal,27679.206697123
2308005,Massapê,23,suape,29265.9365783196
2308005,Massapê,23,aratu,28857.9741733612
2308005,Massapê,23,natal,30029.4135351599
2206050,Massapê do Piauí,22,suape,27629.0388601092
2206050,Massapê do Piauí,22,aratu,26950.7757307258
2206050,Massapê do Piauí,22,natal,28433.733826387
2509206,Massaranduba,25,suape,25455.2490361757
2509206,Massaranduba,25,aratu,25194.235242549
2509206,Massaranduba,25,natal,26202.5789600623
4210605,Massaranduba,42,suape,24266.4619636224
4210605,Massaranduba,42,aratu,21862.1227412344
4210605,Massaranduba,42,natal,25198.4483503387
2705002,Mata Grande,27,suape,25311.561281092
2705002,Mata Grande,27,aratu,24784.1460309603
2705002,Mata Grande,27,natal,26099.0877971005
3140555,Mata Verde,31,suape,23693.8659357916
3140555,Mata Verde,31,aratu,22507.5363973629
3140555,Mata Verde,31,natal,24563.3892312627
3140852,Matias Cardoso,31,suape,25631.8974139806
3140852,Matias Cardoso,31,aratu,24301.2857754274
3140852,Matias Cardoso,31,natal,26513.0125140726
2921054,Matina,29,suape,25496.5844660172
2921054,Matina,29,aratu,24296.9248383176
2921054,Matina,29,natal,26365.3276700112
2509339,Matinhas,25,suape,25481.6405959956
2509339,Matinhas,25,aratu,25225.718985413
2509339,Matinhas,25,natal,26228.1128390073
2509370,Mato Grosso,25,suape,26607.5880392981
2509370,Mato Grosso,25,aratu,26230.3310772492
2509370,Mato Grosso,25,natal,27370.7540686166
3141009,Mato Verde,31,suape,24877.0895277999
3141009,Mato Verde,31,aratu,23574.1193710173
3141009,Mato Verde,31,natal,25756.4208792248
2509396,Maturéia,25,suape,26078.4951080603
2509396,Maturéia,25,aratu,25689.6148578084
2509396,Maturéia,25,natal,26844.3711670044
2308104,Mauriti,23,suape,26630.3407646759
2308104,Mauriti,23,aratu,26126.3915412411
2308104,Mauriti,23,natal,27412.2423448318
3141405,Medina,31,suape,23835.5009631232
3141405,Medina,31,aratu,22561.3443880161
3141405,Medina,31,natal,24713.2866945289
2308203,Meruoca,23,suape,29304.9817295027
2308203,Meruoca,23,aratu,28888.3458504689
2308203,Meruoca,23,natal,30069.7177171491
2407609,Messias Targino,24,suape,26758.0454898624
2407609,Messias Targino,24,aratu,26422.9033359513
2407609,Messias Targino,24,natal,27514.488102596
2921203,Miguel Calmon,29,suape,25517.7694531609
2921203,Miguel Calmon,29,aratu,24633.234427627
2921203,Miguel Calmon,29,natal,26351.7762070525
2308302,Milagres,23,suape,26747.7554267624
2308302,Milagres,23,aratu,26236.4528560612
2308302,Milagres,23,natal,27530.5233719861
2921302,Milagres,29,suape,24508.6794830612
2921302,Milagres,29,aratu,23581.7063073197
2921302,Milagres,29,natal,25349.1552367528
2308351,Milhã,23,suape,27674.8188726433
2308351,Milhã,23,aratu,27236.0371827577
2308351,Milhã,23,natal,28445.4371499905
2206357,Milton Brandão,22,suape,29144.1544017238
2206357,Milton Brandão,22,aratu,28599.8152163733
2206357,Milton Brandão,22,natal,29928.0120645228
2705309,Minador do Negrão,27,suape,24836.2305456811
2705309,Minador do Negrão,27,aratu,24364.3607159426
2705309,Minador do Negrão,27,natal,25616.6682748178
2308377,Miraíma,23,suape,29082.9137124898
2308377,Miraíma,23,aratu,28699.387427535
2308377,Miraíma,23,natal,29842.9358746596
2609303,Mirandiba,26,suape,26250.213102423
2609303,Mirandiba,26,aratu,25705.9062815132
2609303,Mirandiba,26,natal,27038.5202791454
2921401,Mirangaba,29,suape,25721.4601669642
2921401,Mirangaba,29,aratu,24869.1253650385
2921401,Mirangaba,29,natal,26551.2722809644
2921450,Mirante,29,suape,24335.2313249935
2921450,Mirante,29,aratu,23249.8894437574
2921450,Mirante,29,natal,25193.5840680028
3142254,Miravânia,31,suape,25931.9666439242
3142254,Miravânia,31,aratu,24579.8475867962
3142254,Miravânia,31,natal,26814.7466694906
2308401,Missão Velha,23,suape,26868.9291652919
2308401,Missão Velha,23,aratu,26345.9960269307
2308401,Missão Velha,23,natal,27653.1711505471
2509404,Mogeiro,25,suape,25280.6904875625
2509404,Mogeiro,25,aratu,25038.7483957965
2509404,Mogeiro,25,natal,26025.3525656091
2308500,Mombaça,23,suape,27832.8060835524
2308500,Mombaça,23,aratu,27358.0858629719
2308500,Mombaça,23,natal,28608.4961671151
2206407,Monsenhor Gil,22,suape,29239.1126545573
2206407,Monsenhor Gil,22,aratu,28565.7442404808
2206407,Monsenhor Gil,22,natal,30040.9313336864
2206506,Monsenhor Hipólito,22,suape,27826.1655818037
2206506,Monsenhor Hipólito,22,aratu,27181.4823954967
2206506,Monsenhor Hipólito,22,natal,28626.0143256052
2308609,Monsenhor Tabosa,23,suape,28500.4403942862
2308609,Monsenhor Tabosa,23,aratu,28045.663794274
2308609,Monsenhor Tabosa,23,natal,29272.1360583112
2509503,Montadas,25,suape,25580.443061608
2509503,Montadas,25,aratu,25311.0927223392
2509503,Montadas,25,natal,26328.8384150144
3142700,Montalvânia,31,suape,26044.396206182
3142700,Montalvânia,31,aratu,24715.7485550285
3142700,Montalvânia,31,natal,26924.9399460597
1504802,Monte Alegre,15,suape,36315.5928899217
1504802,Monte Alegre,15,aratu,35154.2501382316
1504802,Monte Alegre,15,natal,37170.8994682975
2407807,Monte Alegre,24,suape,25853.3243568833
2407807,Monte Alegre,24,aratu,25690.8857682125
2407807,Monte Alegre,24,natal,26583.9795140476
2804201,Monte Alegre de Sergipe,28,suape,24788.8251524326
2804201,Monte Alegre de Sergipe,28,aratu,24218.781943409
2804201,Monte Alegre de Sergipe,28,natal,25583.2642500195
3142908,Monte Azul,31,suape,24984.4221541803
3142908,Monte Azul,31,aratu,23697.7149468357
3142908,Monte Azul,31,natal,25862.1316764977
2407906,Monte das Gameleiras,24,suape,25847.2674204119
2407906,Monte das Gameleiras,24,aratu,25628.0951723453
2407906,Monte das Gameleiras,24,natal,26587.1491224602
3143153,Monte Formoso,31,suape,23456.3344904929
3143153,Monte Formoso,31,aratu,22149.2137531619
3143153,Monte Formoso,31,natal,24337.572073943
2509602,Monte Horebe,25,suape,26639.8525371073
2509602,Monte Horebe,25,aratu,26160.3181652501
2509602,Monte Horebe,25,natal,27418.1943021971
2921500,Monte Santo,29,suape,25391.361913037
2921500,Monte Santo,29,aratu,24661.7452672531
2921500,Monte Santo,29,natal,26206.203295457
2509701,Monteiro,25,suape,25662.8787140125
2509701,Monteiro,25,aratu,25256.3645528755
2509701,Monteiro,25,natal,26432.163765789
2705408,Monteirópolis,27,suape,24858.6791740409
2705408,Monteirópolis,27,aratu,24339.0333256473
2705408,Monteirópolis,27,natal,25645.9207094029
3143450,Montezuma,31,suape,24787.3379406881
3143450,Montezuma,31,aratu,23523.1347032912
3143450,Montezuma,31,natal,25663.1374592929
2308708,Morada Nova,23,suape,27620.5912489797
2308708,Morada Nova,23,aratu,27273.4743912114
2308708,Morada Nova,23,natal,28377.3783220154
2308807,Moraújo,23,suape,29440.1926810123
2308807,Moraújo,23,aratu,29011.6937278598
2308807,Moraújo,23,natal,30206.5223435246
2614303,Moreilândia,26,suape,26856.312030622
2614303,Moreilândia,26,aratu,26281.6223563337
2614303,Moreilândia,26,natal,27647.9201287621
2921609,Morpará,29,suape,26740.6673844191
2921609,Morpará,29,aratu,25667.8355925656
2921609,Morpará,29,natal,27594.7389136661
5213806,Morrinhos,52,suape,27189.0263566249
5213806,Morrinhos,52,aratu,25385.3967746356
5213806,Morrinhos,52,natal,28104.3322051289
2308906,Morrinhos,23,suape,29321.5629642147
2308906,Morrinhos,23,aratu,28944.027798954
2308906,Morrinhos,23,natal,30080.2956325015
2206654,Morro Cabeça no Tempo,22,suape,27875.349273096
2206654,Morro Cabeça no Tempo,22,aratu,26876.1119218986
2206654,Morro Cabeça no Tempo,22,natal,28719.8619345111
2921708,Morro do Chapéu,29,suape,25725.2955859222
2921708,Morro do Chapéu,29,aratu,24794.4984995688
2921708,Morro do Chapéu,29,natal,26564.5137507835
2921807,Mortugaba,29,suape,24788.8669147663
2921807,Mortugaba,29,aratu,23542.7486316024
2921807,Mortugaba,29,natal,25662.9389092711
2408003,Mossoró,24,suape,27147.8098768435
2408003,Mossoró,24,aratu,26873.5199799915
2408003,Mossoró,24,natal,27894.0249104045
2309003,Mucambo,23,suape,29245.201460966
2309003,Mucambo,23,aratu,28789.0950974566
2309003,Mucambo,23,natal,30015.9687854242
2921906,Mucugê,29,suape,25170.430124131
2921906,Mucugê,29,aratu,24128.902666317
2921906,Mucugê,29,natal,26022.9697659273
2509800,Mulungu,25,suape,25406.6783987446
2509800,Mulungu,25,aratu,25181.1499719327
2509800,Mulungu,25,natal,26148.4668798641
2309102,Mulungu,23,suape,28293.8951054531
2309102,Mulungu,23,aratu,27942.5271578903
2309102,Mulungu,23,natal,29050.2160953927
2922052,Mulungu do Morro,29,suape,25765.8673723539
2922052,Mulungu do Morro,29,aratu,24775.1365653279
2922052,Mulungu do Morro,29,natal,26611.9615107145
2922102,Mundo Novo,29,suape,25260.1661753021
2922102,Mundo Novo,29,aratu,24357.2674563936
2922102,Mundo Novo,29,natal,26096.7312133063
5005681,Mundo Novo,50,suape,27906.2254315785
5005681,Mundo Novo,50,aratu,25507.7193804356
5005681,Mundo Novo,50,natal,28838.3825391228
5214051,Mundo Novo,52,suape,29331.7939396552
5214051,Mundo Novo,52,aratu,27720.7525481436
5214051,Mundo Novo,52,natal,30233.368405109
2509909,Natuba,25,suape,25130.1925262699
2509909,Natuba,25,aratu,24862.3325069329
2509909,Natuba,25,natal,25879.257215103
2206704,Nazaré do Piauí,22,suape,28587.5200085817
2206704,Nazaré do Piauí,22,aratu,27830.730348862
2206704,Nazaré do Piauí,22,natal,29401.3367668305
2510006,Nazarezinho,25,suape,26673.7208930151
2510006,Nazarezinho,25,aratu,26230.5045807249
2510006,Nazarezinho,25,natal,27446.6669182276
3144656,Ninheira,31,suape,24358.1774729553
3144656,Ninheira,31,aratu,23131.1760118017
3144656,Ninheira,31,natal,25230.8885388486
2922656,Nordestina,29,suape,25255.0706818009
2922656,Nordestina,29,aratu,24494.0335945098
2922656,Nordestina,29,natal,26074.1663818213
2804458,Nossa Senhora Aparecida,28,suape,24559.3811897178
2804458,Nossa Senhora Aparecida,28,aratu,23974.6994486793
2804458,Nossa Senhora Aparecida,28,natal,25356.2556256864
2804508,Nossa Senhora da Glória,28,suape,24633.0095250034
2804508,Nossa Senhora da Glória,28,aratu,24061.9690216385
2804508,Nossa Senhora da Glória,28,natal,25427.8673546841
2804607,Nossa Senhora das Dores,28,suape,24400.7980347532
2804607,Nossa Senhora das Dores,28,aratu,23830.3067559006
2804607,Nossa Senhora das Dores,28,natal,25196.0028767031
2804706,Nossa Senhora de Lourdes,28,suape,24541.2472821269
2804706,Nossa Senhora de Lourdes,28,aratu,24007.0526486087
2804706,Nossa Senhora de Lourdes,28,natal,25331.1294397304
2206753,Nossa Senhora de Nazaré,22,suape,29504.2378990311
2206753,Nossa Senhora de Nazaré,22,aratu,28910.8302747463
2206753,Nossa Senhora de Nazaré,22,natal,30294.5956974303
2922706,Nova Canaã,29,suape,23788.200445402
2922706,Nova Canaã,29,aratu,22706.9166351485
2922706,Nova Canaã,29,natal,24646.8484402042
2408300,Nova Cruz,24,suape,25682.1042018345
2408300,Nova Cruz,24,aratu,25489.4211320884
2408300,Nova Cruz,24,natal,26418.041762955
4117008,Nova Fátima,41,suape,26037.3081979409
4117008,Nova Fátima,41,aratu,23795.1340225708
4117008,Nova Fátima,41,natal,26968.7800453132
2922730,Nova Fátima,29,suape,24980.2513077497
2922730,Nova Fátima,29,aratu,24153.9242352103
2922730,Nova Fátima,29,natal,25807.9587122885
2510105,Nova Floresta,25,suape,26014.4640265422
2510105,Nova Floresta,25,aratu,25760.8136245384
2510105,Nova Floresta,25,natal,26759.5253687235
2922805,Nova Itarana,29,suape,24533.8488373757
2922805,Nova Itarana,29,aratu,23581.5123093284
2922805,Nova Itarana,29,natal,25377.2231929596
1714880,Nova Olinda,17,suape,31008.2399140774
1714880,Nova Olinda,17,aratu,29857.1688489567
1714880,Nova Olinda,17,natal,31866.563541435
2309201,Nova Olinda,23,suape,27176.9813168467
2309201,Nova Olinda,23,aratu,26623.9441873664
2309201,Nova Olinda,23,natal,27965.0270901121
2510204,Nova Olinda,25,suape,26267.7538659633
2510204,Nova Olinda,25,aratu,25814.0602893152
2510204,Nova Olinda,25,natal,27042.9475060842
2510303,Nova Palmeira,25,suape,25989.6750681241
2510303,Nova Palmeira,25,aratu,25706.7089648058
2510303,Nova Palmeira,25,natal,26739.4140134136
3145059,Nova Porteirinha,31,suape,24928.7339510654
3145059,Nova Porteirinha,31,aratu,23570.5144299543
3145059,Nova Porteirinha,31,natal,25813.0077425758
2922854,Nova Redenção,29,suape,25112.6098399329
2922854,Nova Redenção,29,aratu,24104.0135497704
2922854,Nova Redenção,29,natal,25961.5718347129
2309300,Nova Russas,23,suape,28758.9834699808
2309300,Nova Russas,23,aratu,28273.3270514178
2309300,Nova Russas,23,natal,29534.8579254918
4313375,Nova Santa Rita,43,suape,24701.8958494652
4313375,Nova Santa Rita,43,aratu,22020.6786482924
4313375,Nova Santa Rita,43,natal,25626.1470751508
2207959,Nova Santa Rita,22,suape,27757.5631265614
2207959,Nova Santa Rita,22,aratu,26978.292811755
2207959,Nova Santa Rita,22,natal,28575.3900804274
2922904,Nova Soure,29,suape,24624.7253374911
2922904,Nova Soure,29,aratu,23907.0076895081
2922904,Nova Soure,29,natal,25439.264040781
3145307,Novo Cruzeiro,31,suape,23536.675812646
3145307,Novo Cruzeiro,31,aratu,22144.6710660862
3145307,Novo Cruzeiro,31,natal,24425.2574542947
4211652,Novo Horizonte,42,suape,26396.883399473
4211652,Novo Horizonte,42,aratu,23888.7673267896
4211652,Novo Horizonte,42,natal,27327.5715595529
3533502,Novo Horizonte,35,suape,25940.1444539503
3533502,Novo Horizonte,35,aratu,23882.1402484845
3533502,Novo Horizonte,35,natal,26867.3514266687
2923035,Novo Horizonte,29,suape,25645.3815747834
2923035,Novo Horizonte,29,aratu,24563.592262869
2923035,Novo Horizonte,29,natal,26501.7123607882
2309409,Novo Oriente,23,suape,28438.6399408704
2309409,Novo Oriente,23,aratu,27893.8627092233
2309409,Novo Oriente,23,natal,29223.584330123
2206902,Novo Oriente do Piauí,22,suape,28497.8372766274
2206902,Novo Oriente do Piauí,22,aratu,27821.4955834002
2206902,Novo Oriente do Piauí,22,natal,29301.0569420145
2206951,Novo Santo Antônio,22,suape,29071.4088427309
2206951,Novo Santo Antônio,22,aratu,28458.9018146324
2206951,Novo Santo Antônio,22,natal,29865.0464206026
5106315,Novo Santo Antônio,51,suape,30287.734403025
5106315,Novo Santo Antônio,51,aratu,28731.1111217613
5106315,Novo Santo Antônio,51,natal,31184.5931432829
2923050,Novo Triunfo,29,suape,25023.9565270766
2923050,Novo Triunfo,29,aratu,24371.2368638796
2923050,Novo Triunfo,29,natal,25829.260852935
3145372,Novorizonte,31,suape,24390.1042745428
3145372,Novorizonte,31,aratu,23071.5678960095
3145372,Novorizonte,31,natal,25271.3652347125
2309458,Ocara,23,suape,28030.626438946
2309458,Ocara,23,aratu,27699.3307982233
2309458,Ocara,23,natal,28784.2658091734
2207009,Oeiras,22,suape,28312.6974824909
2207009,Oeiras,22,aratu,27590.2583330483
2207009,Oeiras,22,natal,29122.3520014913
2510402,Olho d'Água,25,suape,26266.2220092168
2510402,Olho d'Água,25,aratu,25849.6353415581
2510402,Olho d'Água,25,natal,27035.9185193373
2705705,Olho d'Água das Flores,27,suape,24912.25501134
2705705,Olho d'Água das Flores,27,aratu,24393.067725441
2705705,Olho d'Água das Flores,27,natal,25699.3334199247
2705804,Olho d'Água do Casado,27,suape,25164.6714987094
2705804,Olho d'Água do Casado,27,aratu,24606.2198234818
2705804,Olho d'Água do Casado,27,natal,25956.8283274269
2923100,Olindina,29,suape,24500.7142302497
2923100,Olindina,29,aratu,23786.6572270407
2923100,Olindina,29,natal,25314.985389314
2510501,Olivedos,25,suape,25751.9059283626
2510501,Olivedos,25,aratu,25465.8661753087
2510501,Olivedos,25,natal,26502.5864272625
2923209,Oliveira dos Brejinhos,29,suape,26219.6010930217
2923209,Oliveira dos Brejinhos,29,aratu,25122.6392941998
2923209,Oliveira dos Brejinhos,29,natal,27076.8862793776
2706000,Olivença,27,suape,24876.0195677477
2706000,Olivença,27,aratu,24365.8506670602
2706000,Olivença,27,natal,25661.8821001113
2609709,Orobó,26,suape,25088.4684782413
2609709,Orobó,26,aratu,24811.303585735
2609709,Orobó,26,natal,25839.0779397513
2609808,Orocó,26,suape,26395.2083289673
2609808,Orocó,26,aratu,25758.0431359355
2609808,Orocó,26,natal,27196.1826049852
2309508,Orós,23,suape,27259.4367585607
2309508,Orós,23,aratu,26809.5670553826
2309508,Orós,23,natal,28032.3836311131
2609907,Ouricuri,26,suape,26967.0318444179
2609907,Ouricuri,26,aratu,26338.4471339679
2609907,Ouricuri,26,natal,27765.9484724086
3145901,Ouro Branco,31,suape,23315.4192992381
3145901,Ouro Branco,31,aratu,21585.783606295
3145901,Ouro Branco,31,natal,24228.5303587323
2408508,Ouro Branco,24,suape,26195.2461689389
2408508,Ouro Branco,24,aratu,25869.9872802077
2408508,Ouro Branco,24,natal,26951.188751082
2706109,Ouro Branco,27,suape,25125.5607178267
2706109,Ouro Branco,27,aratu,24624.8774355098
2706109,Ouro Branco,27,natal,25909.6113981671
2510600,Ouro Velho,25,suape,25813.0937153241
2510600,Ouro Velho,25,aratu,25419.4249913267
2510600,Ouro Velho,25,natal,26580.1766865352
2923357,Ourolândia,29,suape,25958.9839974084
2923357,Ourolândia,29,aratu,25071.7365966569
2923357,Ourolândia,29,natal,26792.7028556668
2309607,Pacajus,23,suape,28139.84044459
2309607,Pacajus,23,aratu,27834.4791545255
2309607,Pacajus,23,natal,28889.2340881968
2309805,Pacoti,23,suape,28303.3992817271
2309805,Pacoti,23,aratu,27961.4803565056
2309805,Pacoti,23,natal,29058.2389519502
2309904,Pacujá,23,suape,29184.2928425698
2309904,Pacujá,23,aratu,28727.2246983997
2309904,Pacujá,23,natal,29955.2942718269
3146255,Padre Carvalho,31,suape,24299.8045265098
3146255,Padre Carvalho,31,aratu,22949.6828548721
3146255,Padre Carvalho,31,natal,25183.9867523821
2207207,Padre Marcos,22,suape,27594.1163844471
2207207,Padre Marcos,22,aratu,26937.7829680995
2207207,Padre Marcos,22,natal,28395.8916381344
3146305,Padre Paraíso,31,suape,23490.5577589913
3146305,Padre Paraíso,31,aratu,22152.9363037347
3146305,Padre Paraíso,31,natal,24374.4841427645
2207306,Paes Landim,22,suape,28004.4161052072
2207306,Paes Landim,22,aratu,27230.4132930696
2207306,Paes Landim,22,natal,28821.2353342447
3146552,Pai Pedro,31,suape,24927.7240040564
3146552,Pai Pedro,31,aratu,23602.3965797162
3146552,Pai Pedro,31,natal,25809.0501117959
2207355,Pajeú do Piauí,22,suape,28232.8054894445
2207355,Pajeú do Piauí,22,aratu,27415.2131139578
2207355,Pajeú do Piauí,22,natal,29054.9093127296
2706208,Palestina,27,suape,24862.4905069207
2706208,Palestina,27,aratu,24331.5330817357
2706208,Palestina,27,natal,25651.3258714809
3535002,Palestina,35,suape,26414.5699177918
3535002,Palestina,35,aratu,24420.2404421747
3535002,Palestina,35,natal,27339.3563931993
2310001,Palhano,23,suape,27637.5332628992
2310001,Palhano,23,aratu,27339.9286245887
2310001,Palhano,23,natal,28386.5652416535
2310100,Palmácia,23,suape,28315.6786372741
2310100,Palmácia,23,aratu,27983.967939067
2310100,Palmácia,23,natal,29068.9085725693
2923407,Palmas de Monte Alto,29,suape,25501.6994442338
2923407,Palmas de Monte Alto,29,aratu,24257.7476484518
2923407,Palmas de Monte Alto,29,natal,26374.7958240091
2207405,Palmeira do Piauí,22,suape,28491.3563597956
2207405,Palmeira do Piauí,22,aratu,27529.5197923617
2207405,Palmeira do Piauí,22,natal,29330.8077861628
2706307,Palmeira dos Índios,27,suape,24686.3080221062
2706307,Palmeira dos Índios,27,aratu,24227.5339834275
2706307,Palmeira dos Índios,27,natal,25465.1308724894
2923506,Palmeiras,29,suape,25495.2101922082
2923506,Palmeiras,29,aratu,24472.7437902534
2923506,Palmeiras,29,natal,26345.2247176502
2610103,Palmeirina,26,suape,24750.9227646717
2610103,Palmeirina,26,aratu,24340.7130823118
2610103,Palmeirina,26,natal,25522.4896586463
2610202,Panelas,26,suape,24794.5193929007
2610202,Panelas,26,aratu,24430.2665396505
2610202,Panelas,26,natal,25559.1195594731
2706406,Pão de Açúcar,27,suape,24875.0836723659
2706406,Pão de Açúcar,27,aratu,24332.193677695
2706406,Pão de Açúcar,27,natal,25665.5765930317
2207553,Paquetá,22,suape,28077.0765679651
2207553,Paquetá,22,aratu,27379.2035813163
2207553,Paquetá,22,natal,28883.7769415885
2310308,Parambu,23,suape,28063.3141715826
2310308,Parambu,23,aratu,27486.5625934117
2310308,Parambu,23,natal,28853.3655316292
2923605,Paramirim,29,suape,25403.0975750236
2923605,Paramirim,29,aratu,24274.4351511834
2923605,Paramirim,29,natal,26264.6919343856
2310407,Paramoti,23,suape,28508.747915472
2310407,Paramoti,23,aratu,28150.5737250595
2310407,Paramoti,23,natal,29265.7725505918
1716208,Paranã,17,suape,28568.3854489442
1716208,Paranã,17,aratu,27154.6470876485
1716208,Paranã,17,natal,29454.4524461431
2408607,Paraná,24,suape,26887.5845562775
2408607,Paraná,24,aratu,26470.0664060933
2408607,Paraná,24,natal,27656.3369025393
2610301,Paranatama,26,suape,24940.18025978
2610301,Paranatama,26,aratu,24509.1093080536
2610301,Paranatama,26,natal,25714.4650556791
2510659,Parari,25,suape,25756.9375714771
2510659,Parari,25,aratu,25419.9707330016
2510659,Parari,25,natal,26515.5092708722
2923704,Paratinga,29,suape,26193.3765691493
2923704,Paratinga,29,aratu,25053.7756317341
2923704,Paratinga,29,natal,27055.2090772124
2408706,Paraú,24,suape,26741.8530713121
2408706,Paraú,24,aratu,26454.9934762773
2408706,Paraú,24,natal,27490.7923901176
2408805,Parazinho,24,suape,26510.0356984473
2408805,Parazinho,24,aratu,26351.3312604396
2408805,Parazinho,24,natal,27238.7630838849
2408904,Parelhas,24,suape,26080.6541582962
2408904,Parelhas,24,aratu,25778.4264474831
2408904,Parelhas,24,natal,26833.2342471676
2706422,Pariconha,27,suape,25361.333033714
2706422,Pariconha,27,aratu,24805.0616397354
2706422,Pariconha,27,natal,26152.8400448661
2923803,Paripiranga,29,suape,24602.5500585778
2923803,Paripiranga,29,aratu,23967.5687370269
2923803,Paripiranga,29,natal,25406.1953355518
2207603,Parnaguá,22,suape,27998.192625028
2207603,Parnaguá,22,aratu,26922.907112188
2207603,Parnaguá,22,natal,28851.1447623521
2207702,Parnaíba,22,suape,30196.3594683756
2207702,Parnaíba,22,aratu,29720.3969102498
2207702,Parnaíba,22,natal,30968.7148159858
2403251,Parnamirim,24,suape,25915.7641039359
2403251,Parnamirim,24,aratu,25766.2529037126
2403251,Parnamirim,24,natal,26644.1651383259
2610400,Parnamirim,26,suape,26640.7175125561
2610400,Parnamirim,26,aratu,26036.2449753809
2610400,Parnamirim,26,natal,27436.817249389
2409100,Passa e Fica,24,suape,25793.8579470326
2409100,Passa e Fica,24,aratu,25586.2204719372
2409100,Passa e Fica,24,natal,26531.9888188576
2409209,Passagem,24,suape,25764.8015692227
2409209,Passagem,24,aratu,25587.8567582376
2409209,Passagem,24,natal,26498.0108124333
2510709,Passagem,25,suape,26012.3674797205
2510709,Passagem,25,aratu,25654.629661775
2510709,Passagem,25,natal,26773.6403106529
2207751,Passagem Franca do Piauí,22,suape,29019.1855732151
2207751,Passagem Franca do Piauí,22,aratu,28340.4328733804
2207751,Passagem Franca do Piauí,22,natal,29822.0288423693
2610509,Passira,26,suape,24952.5335076032
2610509,Passira,26,aratu,24662.087507022
2610509,Passira,26,natal,25705.4933541887
3147956,Patis,31,suape,25214.1893635635
3147956,Patis,31,aratu,23789.3871199777
3147956,Patis,31,natal,26103.9453497451
2510808,Patos,25,suape,26170.6888988658
2510808,Patos,25,aratu,25801.5742146515
2510808,Patos,25,natal,26933.4036102217
2207777,Patos do Piauí,22,suape,27592.3603571144
2207777,Patos do Piauí,22,aratu,26893.5215089118
2207777,Patos do Piauí,22,natal,28399.8676929567
2409308,Patu,24,suape,26790.7876961145
2409308,Patu,24,aratu,26444.5693249029
2409308,Patu,24,natal,27548.8805014016
2207793,Pau D'Arco do Piauí,22,suape,29289.538267808
2207793,Pau D'Arco do Piauí,22,aratu,28647.2798345671
2207793,Pau D'Arco do Piauí,22,natal,30087.0174592676
2409407,Pau dos Ferros,24,suape,27034.5191209159
2409407,Pau dos Ferros,24,aratu,26644.9335667207
2409407,Pau dos Ferros,24,natal,27798.8100610847
2510907,Paulista,25,suape,26534.8414450306
2510907,Paulista,25,aratu,26163.11017392
